sensor,file_name,timestamp,range
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,19962.5,9055.743
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,22778.0,4125.375
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,23213.0,5950.048
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,23261.0,3792.7058
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327001632.wav,24896.5,5144.0103
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327121623.wav,38871.0,17221.111
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327121623.wav,38875.0,16215.205
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220327121623.wav,41675.5,9333.031
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220328001616.wav,16329.0,12659.763
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220328001616.wav,16487.5,11909.885
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220328001616.wav,19432.0,2930.0042
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220328001616.wav,20062.5,3042.8105
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220328001616.wav,23857.5,3237.0212
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220328001616.wav,23874.0,2953.2788
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220328001616.wav,25816.0,8961.529
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220328001616.wav,32314.5,4522.835
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220328121608.wav,4509.5,10993.614
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220328121608.wav,7768.0,1604.9209
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220328121608.wav,34484.0,7951.7886
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329001601.wav,10608.5,6919.974
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329001601.wav,13265.5,4140.9243
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329001601.wav,24144.5,3949.1968
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329001601.wav,27908.0,6693.8486
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329001601.wav,40159.5,12810.08
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,10815.0,1926.4893
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,10840.5,6494.9536
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,10863.0,7868.2656
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,10870.5,6638.3
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,10894.0,8262.198
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,10939.0,4906.9995
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,10963.0,5372.4136
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,10978.0,6517.5405
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,11018.5,6150.4097
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,11038.0,4128.231
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,11045.0,8774.381
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,11055.5,3018.2695
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,11067.5,5747.576
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,18198.0,9140.183
6474,/workspace/data/cape_cod_bay/acoustics/6474/6474.220329121554.wav,22540.5,8999.641
