num_sources,std,over_predict_sources,FN,FP,percent_possible_detections,localization_error,best_localization_error
1,0,False,False,False,1.0,2.0775534737526488e-10;,1.5647538506605318e-11;
1,0,False,False,False,1.0,1.8189894035458565e-12;,7.499885442698834e-12;
1,0,False,False,False,1.0,2.033691978340166e-12;,1.0606439709309235e-11;
1,0,False,False,False,1.0,3.097627334850841e-11;,5.532240293449121e-12;
1,0,False,False,False,1.0,0.0;,1.4665161412810538e-11;
1,0,False,False,False,1.0,2.738093880662105e-09;,1.2202151870040997e-11;
1,0,False,False,False,1.0,2.9330322825621076e-11;,1.4580309236299762e-11;
1,0,False,False,False,1.0,3.637978807091713e-12;,1.543463690584498e-11;
1,0,False,False,False,1.0,0.0;,2.2737367544323206e-12;
1,0,False,False,False,1.0,0.0;,1.8189894035458565e-11;
1,0,False,False,False,1.0,9.094947017729282e-12;,3.637978807091713e-12;
1,0,False,False,False,1.0,0.0;,8.385126836667848e-12;
1,0,False,False,False,1.0,9.094947017729282e-13;,2.637534635141492e-11;
1,0,False,False,False,1.0,0.0;,1.4665161412810538e-11;
1,0,False,False,False,1.0,9.777068044058979e-12;,7.71731845292249e-12;
1,0,False,False,False,1.0,9.094947017729282e-13;,7.275957614183426e-12;
1,0,False,False,False,1.0,1.5916157281026244e-12;,1.8189894035458565e-12;
1,0,False,False,False,1.0,2.1761454470843816e-10;,1.8189894035458565e-12;
1,0,False,False,False,1.0,2.2737367544323206e-13;,1.0645362554641566e-11;
1,0,False,False,False,1.0,0.0;,1.0575198287368864e-10;
1,0,False,False,False,1.0,1.933648193204388e-09;,2.033691978340166e-11;
1,0,,True,False,,,
1,0,,True,False,,,
1,0,False,False,False,1.0,5.752149554916067e-12;,1.4999770885397668e-11;
1,0,False,False,False,1.0,1.8189894035458565e-12;,1.4665161412810538e-11;
1,0,,True,False,,,
1,0,False,False,False,1.0,2.500360242619555e-10;,5.1223206684257905e-11;
1,0,False,False,False,1.0,1.047935250837498e-09;,1.3116919128020487e-11;
