k,consistency_thresh,method_thresh,prune,max_time_offset,measurement_variance,success_rate,theta_error,std
4,3500,0.95,False,0,10.0,True,14.3594893362812,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.1859691319674681,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.6086556934070018,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0367763774529805,3.1622776601683795
4,3500,0.95,False,0,10.0,True,3.226347567340809,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.3118829487337251,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.1916167150565257,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0485353919325177,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0213199944071647,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.4816880522547535,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0031796030399533,3.1622776601683795
4,3500,0.95,False,0,10.0,True,4.024343049452231,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0120056002507027,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.6859829925223266,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.4233110971367608,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.1368517085816023,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0527949022877294,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.5015841148836557,3.1622776601683795
4,3500,0.95,False,0,10.0,True,4.146753374855422,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0223973527381389,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0429023705474325,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0457652117853371,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.5812956434418766,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0291144207502043,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.2332668846154604,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.202503681614829,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.610143672675477,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.685837334919313,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.0342932647656653,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.1905318434131544,3.1622776601683795
4,3500,0.95,False,0,10.0,True,2.9076860649674643,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.2289242948371637,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.0411539512481198,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.3459536778495931,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.065260082220476,3.1622776601683795
4,3500,0.95,False,0,10.0,True,9.540629166746498,3.1622776601683795
4,3500,0.95,False,0,10.0,True,0.4058020517786929,3.1622776601683795
4,3500,0.95,False,0,10.0,True,1.2087289652885147,3.1622776601683795
