method_thresh,num_sources,std,over_predict_sources,FN,FP,percent_possible_detections,loc_error_0,loc_error_1,loc_error_2,loc_error_3,best_loc_error_0,best_loc_error_1,best_loc_error_2,best_loc_error_3
inf,2,0,False,False,False,1.0,3.979039320256561e-13,2.2737367544323206e-13,,,3.6450773090749405e-12,0.0,,
inf,2,0,False,False,False,1.0,2.2400923279790313e-12,6.431098710768743e-13,,,3.0014186410071682e-12,3.410605131648481e-13,,
inf,2,0,False,False,False,1.0,3.751665644813329e-12,1.1368683772161603e-13,,,2.175699956865701e-12,2.2737367544323206e-13,,
inf,2,0,False,False,False,1.0,1.8410599683081325e-12,0.0,,,1.8410599683081325e-12,2.2737367544323206e-13,,
inf,2,0,False,False,False,1.0,6.558459564010244e-12,0.0,,,1.8225386545374702e-12,2.2737367544323206e-13,,
inf,2,0,False,False,False,1.0,2.8421709430404007e-13,0.0,,,4.042282557193409e-12,2.2737367544323206e-13,,
inf,2,0,False,False,False,1.0,6.252776074688882e-12,2.2737367544323206e-13,,,3.046828461096401e-12,0.0,,
inf,2,0,False,False,False,1.0,3.5680283932550117e-12,0.0,,,2.6147972675971687e-12,0.0,,
inf,2,0,False,False,False,1.0,5.536910822177525e-12,4.547473508864641e-13,,,2.207399102070167e-12,5.084229945850415e-13,,
inf,2,0,False,False,False,1.0,1.0913936421275139e-11,2.2737367544323206e-13,,,6.748824525700834e-12,2.2737367544323206e-13,,
inf,2,0,False,False,False,1.0,4.547473508864641e-12,5.084229945850415e-13,,,1.2074912325128587e-11,4.547473508864641e-13,,
inf,2,0,False,False,False,1.0,2.262368070660159e-11,6.431098710768743e-13,,,1.9010193444733148e-11,4.547473508864641e-13,,
inf,2,0,False,False,False,1.0,1.294283580746736e-11,6.431098710768743e-13,,,2.6812987050722665e-11,5.084229945850415e-13,,
inf,2,0,False,False,False,1.0,1.4287048010156987e-11,9.374856803373542e-13,,,1.2578204039044591e-11,1.2862197421537486e-12,,
inf,2,0,False,False,False,1.0,1.801891548135277e-11,1.2862197421537486e-12,,,3.172249854533912e-11,6.821210263296962e-13,,
